,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
651,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True
653,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True
662,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True
663,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
677,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
680,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True
682,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True
688,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
691,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True
694,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
700,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
701,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
709,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
720,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
722,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
736,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
737,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
738,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
739,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False
746,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
747,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False
752,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
762,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
768,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
778,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
794,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False
797,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True
805,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
826,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True
848,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
849,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
853,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True
854,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False
855,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False
864,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
876,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True
883,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True
890,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False
899,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
905,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
908,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
910,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True
914,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
916,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
920,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
922,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
925,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True
932,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
934,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False
942,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
943,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False
944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
959,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
964,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
965,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
969,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
970,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
972,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
974,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
975,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False
978,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
991,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False
996,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1002,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1007,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1015,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
1020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1022,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1024,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1028,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
1031,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True
1035,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1037,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
1041,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1048,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
1061,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1063,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False
1094,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
1100,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
1107,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1108,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1113,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True
1115,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1123,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1128,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1129,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1140,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False
1141,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False
1143,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True
1151,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1166,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1180,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False
1181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1201,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True
1204,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1213,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False
1218,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,False
1220,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False
1230,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1236,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1239,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1246,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True
1247,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1258,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1261,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False
1264,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True
1267,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
1268,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
1278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1281,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1299,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False
1302,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
1303,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1304,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1315,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1319,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1326,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True
1332,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
1336,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1338,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False
1342,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1352,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True
1354,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1360,False,False,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False
1374,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False
1375,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1377,False,False,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False
1379,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False
1381,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
1382,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1386,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
1391,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False
1394,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1396,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1397,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True
1403,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1405,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1412,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
1413,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1414,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1415,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False
1440,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1450,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
1454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1462,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1465,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
1473,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1475,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
1476,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1479,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True
1484,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1489,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1498,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
1505,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1522,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1545,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1550,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False
1553,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True
1555,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1559,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1565,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1568,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1575,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
1582,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False
1584,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1587,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False
1598,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1602,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False
1609,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
1629,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1630,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1632,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False
1650,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False
1652,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1670,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1678,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1695,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1705,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False
1706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1709,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1717,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1732,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1736,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False
1753,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1766,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False
1774,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1782,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True
1789,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True
1798,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True
1809,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1814,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
1817,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False
1832,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True
1839,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1843,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
1852,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,False
1856,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
1861,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False
1870,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1877,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1883,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1886,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
1899,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1902,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
1905,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1908,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True
1917,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True
1924,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1936,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True
1941,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False
1944,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1950,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False
1951,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1953,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1966,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1987,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
1991,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False
2008,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2017,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
2024,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False
2029,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False
2031,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False
2041,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True
2048,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2052,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False
2054,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2071,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2083,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2094,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2106,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
2109,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True
2112,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2136,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
2140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2162,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2167,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False
2175,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
2177,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False
2180,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2184,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True
2211,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
2215,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2218,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2219,False,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False
2221,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2238,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
2246,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
2263,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2270,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2272,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
2282,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2283,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True
2285,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2291,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2292,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False
2293,False,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False
2294,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False
2296,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2299,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
2305,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
2307,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2309,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False
2310,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2315,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2326,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2327,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2347,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2352,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
2354,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
2356,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2372,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2373,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False
2383,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
2386,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2397,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
2403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2410,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True
2416,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
2417,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False
2423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
2425,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
